"concurso","data","ordem","bola"
2151,2019-05-15,5,14
2151,2019-05-15,6,18
2152,2019-05-18,1,49
2152,2019-05-18,2,36
2152,2019-05-18,3,29
2152,2019-05-18,4,26
2152,2019-05-18,5,59
2152,2019-05-18,6,50
2153,2019-05-22,1,13
2153,2019-05-22,2,28
2153,2019-05-22,3,31
2153,2019-05-22,4,8
2153,2019-05-22,5,33
2153,2019-05-22,6,32
2154,2019-05-25,1,53
2154,2019-05-25,2,41
2154,2019-05-25,3,47
2154,2019-05-25,4,50
2154,2019-05-25,5,7
2154,2019-05-25,6,25
2155,2019-05-29,1,37
2155,2019-05-29,2,44
2155,2019-05-29,3,2
2155,2019-05-29,4,27
2155,2019-05-29,5,6
2155,2019-05-29,6,47
2156,2019-06-01,1,49
2156,2019-06-01,2,39
2156,2019-06-01,3,23
2156,2019-06-01,4,6
2156,2019-06-01,5,26
2156,2019-06-01,6,1
2157,2019-06-05,1,34
2157,2019-06-05,2,48
2157,2019-06-05,3,31
2157,2019-06-05,4,39
2157,2019-06-05,5,33
2157,2019-06-05,6,35
2158,2019-06-08,1,9
2158,2019-06-08,2,27
2158,2019-06-08,3,46
2158,2019-06-08,4,59
2158,2019-06-08,5,35
2158,2019-06-08,6,45
2159,2019-06-12,1,53
2159,2019-06-12,2,35
2159,2019-06-12,3,38
2159,2019-06-12,4,14
2159,2019-06-12,5,45
2159,2019-06-12,6,26
2160,2019-06-15,1,53
2160,2019-06-15,2,49
2160,2019-06-15,3,1
2160,2019-06-15,4,46
2160,2019-06-15,5,47
2160,2019-06-15,6,19
2161,2019-06-19,1,24
2161,2019-06-19,2,10
2161,2019-06-19,3,8
2161,2019-06-19,4,44
2161,2019-06-19,5,9
2161,2019-06-19,6,42
2162,2019-06-22,1,11
2162,2019-06-22,2,30
2162,2019-06-22,3,42
2162,2019-06-22,4,34
2162,2019-06-22,5,16
2162,2019-06-22,6,22
2163,2019-06-26,1,45
2163,2019-06-26,2,20
2163,2019-06-26,3,24
2163,2019-06-26,4,36
2163,2019-06-26,5,18
2163,2019-06-26,6,8
2164,2019-06-29,1,48
2164,2019-06-29,2,17
2164,2019-06-29,3,58
2164,2019-06-29,4,47
2164,2019-06-29,5,16
2164,2019-06-29,6,25
2165,2019-07-03,1,56
2165,2019-07-03,2,49
2165,2019-07-03,3,54
2165,2019-07-03,4,43
2165,2019-07-03,5,5
2165,2019-07-03,6,37
2166,2019-07-06,1,44
2166,2019-07-06,2,3
2166,2019-07-06,3,34
2166,2019-07-06,4,56
2166,2019-07-06,5,19
2166,2019-07-06,6,58
2167,2019-07-09,1,37
2167,2019-07-09,2,45
2167,2019-07-09,3,38
2167,2019-07-09,4,43
2167,2019-07-09,5,54
2167,2019-07-09,6,27
2168,2019-07-11,1,37
2168,2019-07-11,2,25
2168,2019-07-11,3,29
2168,2019-07-11,4,4
2168,2019-07-11,5,1
2168,2019-07-11,6,27
2169,2019-07-13,1,45
2169,2019-07-13,2,7
2169,2019-07-13,3,34
2169,2019-07-13,4,59
2169,2019-07-13,5,51
2169,2019-07-13,6,54
2170,2019-07-17,1,36
2170,2019-07-17,2,21
2170,2019-07-17,3,51
2170,2019-07-17,4,10
2170,2019-07-17,5,24
2170,2019-07-17,6,38
2171,2019-07-20,1,19
2171,2019-07-20,2,12
2171,2019-07-20,3,13
2171,2019-07-20,4,36
2171,2019-07-20,5,55
2171,2019-07-20,6,44
2172,2019-07-24,1,9
2172,2019-07-24,2,57
2172,2019-07-24,3,43
2172,2019-07-24,4,37
2172,2019-07-24,5,28
2172,2019-07-24,6,24
2173,2019-07-27,1,9
2173,2019-07-27,2,48
2173,2019-07-27,3,44
2173,2019-07-27,4,42
2173,2019-07-27,5,2
2173,2019-07-27,6,50
2174,2019-07-31,1,36
2174,2019-07-31,2,10
2174,2019-07-31,3,34
2174,2019-07-31,4,15
2174,2019-07-31,5,60
2174,2019-07-31,6,56
2175,2019-08-03,1,55
2175,2019-08-03,2,53
2175,2019-08-03,3,7
2175,2019-08-03,4,32
2175,2019-08-03,5,43
2175,2019-08-03,6,25
2176,2019-08-06,1,23
2176,2019-08-06,2,8
2176,2019-08-06,3,25
2176,2019-08-06,4,43
2176,2019-08-06,5,39
2176,2019-08-06,6,44
2177,2019-08-08,1,14
2177,2019-08-08,2,9
2177,2019-08-08,3,48
2177,2019-08-08,4,11
2177,2019-08-08,5,31
2177,2019-08-08,6,51
2178,2019-08-10,1,16
2178,2019-08-10,2,21
2178,2019-08-10,3,42
2178,2019-08-10,4,2
2178,2019-08-10,5,50
2178,2019-08-10,6,56
2179,2019-08-14,1,24
2179,2019-08-14,2,2
2179,2019-08-14,3,35
2179,2019-08-14,4,54
2179,2019-08-14,5,50
2179,2019-08-14,6,13
2180,2019-08-17,1,16
2180,2019-08-17,2,12
2180,2019-08-17,3,10
2180,2019-08-17,4,21
2180,2019-08-17,5,28
2180,2019-08-17,6,38
2181,2019-08-21,1,8
2181,2019-08-21,2,1
2181,2019-08-21,3,19
2181,2019-08-21,4,48
2181,2019-08-21,5,36
2181,2019-08-21,6,33
2182,2019-08-24,1,59
2182,2019-08-24,2,47
2182,2019-08-24,3,46
2182,2019-08-24,4,19
2182,2019-08-24,5,39
2182,2019-08-24,6,22
2183,2019-08-28,1,51
2183,2019-08-28,2,13
2183,2019-08-28,3,43
2183,2019-08-28,4,30
2183,2019-08-28,5,34
2183,2019-08-28,6,26
2184,2019-08-31,1,51
2184,2019-08-31,2,15
2184,2019-08-31,3,52
2184,2019-08-31,4,36
2184,2019-08-31,5,59
2184,2019-08-31,6,45
2185,2019-09-04,1,19
2185,2019-09-04,2,42
2185,2019-09-04,3,18
2185,2019-09-04,4,47
2185,2019-09-04,5,22
2185,2019-09-04,6,9
2186,2019-09-09,1,27
2186,2019-09-09,2,19
2186,2019-09-09,3,12
2186,2019-09-09,4,41
2186,2019-09-09,5,18
2186,2019-09-09,6,46
2187,2019-09-11,1,16
2187,2019-09-11,2,21
2187,2019-09-11,3,50
2187,2019-09-11,4,10
2187,2019-09-11,5,46
2187,2019-09-11,6,11
2188,2019-09-14,1,60
2188,2019-09-14,2,51
2188,2019-09-14,3,21
2188,2019-09-14,4,28
2188,2019-09-14,5,2
2188,2019-09-14,6,17
2189,2019-09-18,1,33
2189,2019-09-18,2,29
2189,2019-09-18,3,11
2189,2019-09-18,4,4
2189,2019-09-18,5,16
2189,2019-09-18,6,22
2190,2019-09-21,1,53
2190,2019-09-21,2,35
2190,2019-09-21,3,25
2190,2019-09-21,4,9
2190,2019-09-21,5,5
2190,2019-09-21,6,20
2191,2019-09-24,1,33
2191,2019-09-24,2,46
2191,2019-09-24,3,26
2191,2019-09-24,4,4
2191,2019-09-24,5,53
2191,2019-09-24,6,8
2192,2019-09-26,1,57
2192,2019-09-26,2,53
2192,2019-09-26,3,7
2192,2019-09-26,4,59
2192,2019-09-26,5,16
2192,2019-09-26,6,37
2193,2019-09-28,1,8
2193,2019-09-28,2,7
2193,2019-09-28,3,42
2193,2019-09-28,4,27
2193,2019-09-28,5,29
2193,2019-09-28,6,22
2194,2019-10-02,1,16
2194,2019-10-02,2,8
2194,2019-10-02,3,20
2194,2019-10-02,4,21
2194,2019-10-02,5,34
2194,2019-10-02,6,31
2195,2019-10-05,1,24
2195,2019-10-05,2,32
2195,2019-10-05,3,38
2195,2019-10-05,4,53
2195,2019-10-05,5,46
2195,2019-10-05,6,14
2196,2019-10-09,1,56
2196,2019-10-09,2,28
2196,2019-10-09,3,27
2196,2019-10-09,4,1
2196,2019-10-09,5,41
2196,2019-10-09,6,25
2197,2019-10-14,1,29
2197,2019-10-14,2,11
2197,2019-10-14,3,3
2197,2019-10-14,4,35
2197,2019-10-14,5,44
2197,2019-10-14,6,57
2198,2019-10-16,1,56
2198,2019-10-16,2,11
2198,2019-10-16,3,34
2198,2019-10-16,4,44
2198,2019-10-16,5,36
2198,2019-10-16,6,1
2199,2019-10-19,1,38
2199,2019-10-19,2,23
2199,2019-10-19,3,30
2199,2019-10-19,4,44
2199,2019-10-19,5,35
2199,2019-10-19,6,15
2200,2019-10-22,1,28
2200,2019-10-22,2,55
2200,2019-10-22,3,36
2200,2019-10-22,4,43
2200,2019-10-22,5,11
2200,2019-10-22,6,15
2201,2019-10-24,1,13
2201,2019-10-24,2,49
2201,2019-10-24,3,3
2201,2019-10-24,4,41
2201,2019-10-24,5,53
2201,2019-10-24,6,23
2202,2019-10-26,1,43
2202,2019-10-26,2,60
2202,2019-10-26,3,37
2202,2019-10-26,4,38
2202,2019-10-26,5,29
2202,2019-10-26,6,11
2203,2019-10-30,1,34
2203,2019-10-30,2,46
2203,2019-10-30,3,57
2203,2019-10-30,4,50
2203,2019-10-30,5,17
2203,2019-10-30,6,49
2204,2019-11-04,1,32
2204,2019-11-04,2,56
2204,2019-11-04,3,29
2204,2019-11-04,4,28
2204,2019-11-04,5,1
2204,2019-11-04,6,35
2205,2019-11-06,1,21
2205,2019-11-06,2,42
2205,2019-11-06,3,12
2205,2019-11-06,4,57
2205,2019-11-06,5,37
2205,2019-11-06,6,28
2206,2019-11-09,1,42
2206,2019-11-09,2,38
2206,2019-11-09,3,45
2206,2019-11-09,4,6
2206,2019-11-09,5,27
2206,2019-11-09,6,57
2207,2019-11-13,1,43
2207,2019-11-13,2,11
2207,2019-11-13,3,6
2207,2019-11-13,4,55
2207,2019-11-13,5,53
2207,2019-11-13,6,10
2208,2019-11-16,1,30
2208,2019-11-16,2,45
2208,2019-11-16,3,16
2208,2019-11-16,4,49
2208,2019-11-16,5,25
2208,2019-11-16,6,40
2209,2019-11-20,1,32
2209,2019-11-20,2,22
2209,2019-11-20,3,47
2209,2019-11-20,4,28
2209,2019-11-20,5,33
2209,2019-11-20,6,25
2210,2019-11-23,1,11
2210,2019-11-23,2,33
2210,2019-11-23,3,34
2210,2019-11-23,4,25
2210,2019-11-23,5,24
2210,2019-11-23,6,17
2211,2019-11-27,1,27
2211,2019-11-27,2,44
2211,2019-11-27,3,36
2211,2019-11-27,4,54
2211,2019-11-27,5,41
2211,2019-11-27,6,40
2212,2019-11-30,1,51
2212,2019-11-30,2,58
2212,2019-11-30,3,53
2212,2019-11-30,4,52
2212,2019-11-30,5,26
2212,2019-11-30,6,23
2213,2019-12-04,1,7
2213,2019-12-04,2,5
2213,2019-12-04,3,10
2213,2019-12-04,4,60
2213,2019-12-04,5,32
2213,2019-12-04,6,46
2214,2019-12-07,1,18
2214,2019-12-07,2,30
2214,2019-12-07,3,4
2214,2019-12-07,4,10
2214,2019-12-07,5,34
2214,2019-12-07,6,47
2215,2019-12-11,1,21
2215,2019-12-11,2,23
2215,2019-12-11,3,43
2215,2019-12-11,4,1
2215,2019-12-11,5,19
2215,2019-12-11,6,33
2216,2019-12-14,1,24
2216,2019-12-14,2,42
2216,2019-12-14,3,48
2216,2019-12-14,4,10
2216,2019-12-14,5,43
2216,2019-12-14,6,49
2217,2019-12-17,1,16
2217,2019-12-17,2,32
2217,2019-12-17,3,36
2217,2019-12-17,4,30
2217,2019-12-17,5,14
2217,2019-12-17,6,10
2218,2019-12-19,1,16
2218,2019-12-19,2,6
2218,2019-12-19,3,38
2218,2019-12-19,4,22
2218,2019-12-19,5,52
2218,2019-12-19,6,48
2219,2019-12-21,1,57
2219,2019-12-21,2,59
2219,2019-12-21,3,45
2219,2019-12-21,4,8
2219,2019-12-21,5,28
2219,2019-12-21,6,36
2220,2019-12-31,1,38
2220,2019-12-31,2,58
2220,2019-12-31,3,35
2220,2019-12-31,4,3
2220,2019-12-31,5,40
2220,2019-12-31,6,57
2221,2020-01-04,1,23
2221,2020-01-04,2,34
2221,2020-01-04,3,45
2221,2020-01-04,4,57
2221,2020-01-04,5,5
2221,2020-01-04,6,56
2222,2020-01-08,1,14
2222,2020-01-08,2,48
2222,2020-01-08,3,30
2222,2020-01-08,4,29
2222,2020-01-08,5,59
2222,2020-01-08,6,13
2223,2020-01-11,1,49
2223,2020-01-11,2,26
2223,2020-01-11,3,2
2223,2020-01-11,4,56
2223,2020-01-11,5,40
2223,2020-01-11,6,42
2224,2020-01-15,1,23
2224,2020-01-15,2,50
2224,2020-01-15,3,58
2224,2020-01-15,4,32
2224,2020-01-15,5,52
2224,2020-01-15,6,16
2225,2020-01-18,1,1
2225,2020-01-18,2,37
2225,2020-01-18,3,47
2225,2020-01-18,4,44
2225,2020-01-18,5,46
2225,2020-01-18,6,32
2226,2020-01-21,1,2
2226,2020-01-21,2,7
2226,2020-01-21,3,38
2226,2020-01-21,4,30
2226,2020-01-21,5,4
2226,2020-01-21,6,16
2227,2020-01-23,1,9
2227,2020-01-23,2,6
2227,2020-01-23,3,27
2227,2020-01-23,4,32
2227,2020-01-23,5,12
2227,2020-01-23,6,57
2228,2020-01-25,1,19
2228,2020-01-25,2,45
2228,2020-01-25,3,39
2228,2020-01-25,4,9
2228,2020-01-25,5,23
2228,2020-01-25,6,32
2229,2020-01-29,1,6
2229,2020-01-29,2,41
2229,2020-01-29,3,40
2229,2020-01-29,4,29
2229,2020-01-29,5,58
2229,2020-01-29,6,11
2230,2020-02-01,1,39
2230,2020-02-01,2,17
2230,2020-02-01,3,56
2230,2020-02-01,4,60
2230,2020-02-01,5,26
2230,2020-02-01,6,7
2231,2020-02-05,1,4
2231,2020-02-05,2,13
2231,2020-02-05,3,53
2231,2020-02-05,4,40
2231,2020-02-05,5,25
2231,2020-02-05,6,57
2232,2020-02-08,1,31
2232,2020-02-08,2,34
2232,2020-02-08,3,38
2232,2020-02-08,4,47
2232,2020-02-08,5,7
2232,2020-02-08,6,8
2233,2020-02-12,1,45
2233,2020-02-12,2,35
2233,2020-02-12,3,6
2233,2020-02-12,4,41
2233,2020-02-12,5,4
2233,2020-02-12,6,32
2234,2020-02-15,1,47
2234,2020-02-15,2,29
2234,2020-02-15,3,42
2234,2020-02-15,4,4
2234,2020-02-15,5,27
2234,2020-02-15,6,21
2235,2020-02-19,1,14
2235,2020-02-19,2,55
2235,2020-02-19,3,35
2235,2020-02-19,4,30
2235,2020-02-19,5,18
2235,2020-02-19,6,57
2236,2020-02-22,1,7
2236,2020-02-22,2,53
2236,2020-02-22,3,43
2236,2020-02-22,4,20
2236,2020-02-22,5,45
2236,2020-02-22,6,38
2237,2020-02-27,1,60
2237,2020-02-27,2,27
2237,2020-02-27,3,28
2237,2020-02-27,4,20
2237,2020-02-27,5,53
2237,2020-02-27,6,11
2238,2020-02-29,1,57
2238,2020-02-29,2,36
2238,2020-02-29,3,11
2238,2020-02-29,4,58
2238,2020-02-29,5,55
2238,2020-02-29,6,45
2239,2020-03-04,1,27
2239,2020-03-04,2,39
2239,2020-03-04,3,7
2239,2020-03-04,4,31
2239,2020-03-04,5,46
2239,2020-03-04,6,45
2240,2020-03-07,1,25
2240,2020-03-07,2,9
2240,2020-03-07,3,7
2240,2020-03-07,4,10
2240,2020-03-07,5,58
2240,2020-03-07,6,19
2241,2020-03-10,1,56
2241,2020-03-10,2,18
2241,2020-03-10,3,26
2241,2020-03-10,4,13
2241,2020-03-10,5,1
2241,2020-03-10,6,40
2242,2020-03-12,1,24
2242,2020-03-12,2,42
2242,2020-03-12,3,18
2242,2020-03-12,4,5
2242,2020-03-12,5,25
2242,2020-03-12,6,9
2243,2020-03-14,1,14
2243,2020-03-14,2,38
2243,2020-03-14,3,28
2243,2020-03-14,4,18
2243,2020-03-14,5,35
2243,2020-03-14,6,54
2244,2020-03-18,1,11
2244,2020-03-18,2,5
2244,2020-03-18,3,42
2244,2020-03-18,4,3
2244,2020-03-18,5,34
2244,2020-03-18,6,37
2245,2020-03-21,1,33
2245,2020-03-21,2,11
2245,2020-03-21,3,14
2245,2020-03-21,4,34
2245,2020-03-21,5,15
2245,2020-03-21,6,18
2246,2020-03-25,1,9
2246,2020-03-25,2,33
2246,2020-03-25,3,46
2246,2020-03-25,4,24
2246,2020-03-25,5,27
2246,2020-03-25,6,5
2247,2020-03-28,1,42
2247,2020-03-28,2,53
2247,2020-03-28,3,47
2247,2020-03-28,4,1
2247,2020-03-28,5,44
2247,2020-03-28,6,48
2248,2020-04-01,1,20
2248,2020-04-01,2,9
2248,2020-04-01,3,42
2248,2020-04-01,4,29
2248,2020-04-01,5,30
2248,2020-04-01,6,15
2249,2020-04-04,1,4
2249,2020-04-04,2,49
2249,2020-04-04,3,9
2249,2020-04-04,4,31
2249,2020-04-04,5,47
2249,2020-04-04,6,53
2250,2020-04-08,1,39
2250,2020-04-08,2,52
2250,2020-04-08,3,27
2250,2020-04-08,4,57
2250,2020-04-08,5,58
2250,2020-04-08,6,33
2251,2020-04-11,1,58
2251,2020-04-11,2,22
2251,2020-04-11,3,26
2251,2020-04-11,4,15
2251,2020-04-11,5,54
2251,2020-04-11,6,5
2252,2020-04-15,1,46
2252,2020-04-15,2,50
2252,2020-04-15,3,1
2252,2020-04-15,4,17
2252,2020-04-15,5,37
2252,2020-04-15,6,30
2253,2020-04-18,1,32
2253,2020-04-18,2,39
2253,2020-04-18,3,55
2253,2020-04-18,4,33
2253,2020-04-18,5,52
2253,2020-04-18,6,31
2254,2020-04-22,1,47
2254,2020-04-22,2,4
2254,2020-04-22,3,24
2254,2020-04-22,4,44
2254,2020-04-22,5,56
2254,2020-04-22,6,9
2255,2020-04-25,1,20
2255,2020-04-25,2,15
2255,2020-04-25,3,57
2255,2020-04-25,4,49
2255,2020-04-25,5,39
2255,2020-04-25,6,41
2256,2020-04-29,1,9
2256,2020-04-29,2,37
2256,2020-04-29,3,30
2256,2020-04-29,4,10
2256,2020-04-29,5,54
2256,2020-04-29,6,47
2257,2020-05-02,1,18
2257,2020-05-02,2,30
2257,2020-05-02,3,21
2257,2020-05-02,4,31
2257,2020-05-02,5,34
2257,2020-05-02,6,51
2258,2020-05-05,1,26
2258,2020-05-05,2,7
2258,2020-05-05,3,1
2258,2020-05-05,4,23
2258,2020-05-05,5,14
2258,2020-05-05,6,5
2259,2020-05-07,1,54
2259,2020-05-07,2,56
2259,2020-05-07,3,58
2259,2020-05-07,4,20
2259,2020-05-07,5,27
2259,2020-05-07,6,41
2260,2020-05-09,1,37
2260,2020-05-09,2,12
2260,2020-05-09,3,14
2260,2020-05-09,4,34
2260,2020-05-09,5,35
2260,2020-05-09,6,47
2261,2020-05-13,1,23
2261,2020-05-13,2,26
2261,2020-05-13,3,51
2261,2020-05-13,4,27
2261,2020-05-13,5,29
2261,2020-05-13,6,7
2262,2020-05-16,1,7
2262,2020-05-16,2,30
2262,2020-05-16,3,46
2262,2020-05-16,4,23
2262,2020-05-16,5,8
2262,2020-05-16,6,14
2263,2020-05-20,1,43
2263,2020-05-20,2,49
2263,2020-05-20,3,57
2263,2020-05-20,4,33
2263,2020-05-20,5,9
2263,2020-05-20,6,24
2264,2020-05-23,1,29
2264,2020-05-23,2,19
2264,2020-05-23,3,8
2264,2020-05-23,4,2
2264,2020-05-23,5,37
2264,2020-05-23,6,3
2265,2020-05-27,1,50
2265,2020-05-27,2,20
2265,2020-05-27,3,46
2265,2020-05-27,4,23
2265,2020-05-27,5,14
2265,2020-05-27,6,39
2266,2020-05-30,1,23
2266,2020-05-30,2,37
2266,2020-05-30,3,59
2266,2020-05-30,4,10
2266,2020-05-30,5,58
2266,2020-05-30,6,31
2267,2020-06-03,1,48
2267,2020-06-03,2,49
2267,2020-06-03,3,53
2267,2020-06-03,4,20
2267,2020-06-03,5,32
2267,2020-06-03,6,33
2268,2020-06-06,1,4
2268,2020-06-06,2,30
2268,2020-06-06,3,52
2268,2020-06-06,4,23
2268,2020-06-06,5,13
2268,2020-06-06,6,28
2269,2020-06-10,1,55
2269,2020-06-10,2,14
2269,2020-06-10,3,23
2269,2020-06-10,4,29
2269,2020-06-10,5,11
2269,2020-06-10,6,1
2270,2020-06-13,1,41
2270,2020-06-13,2,16
2270,2020-06-13,3,48
2270,2020-06-13,4,14
2270,2020-06-13,5,38
2270,2020-06-13,6,39
2271,2020-06-17,1,6
2271,2020-06-17,2,10
2271,2020-06-17,3,41
2271,2020-06-17,4,52
2271,2020-06-17,5,27
2271,2020-06-17,6,28
2272,2020-06-20,1,5
2272,2020-06-20,2,41
2272,2020-06-20,3,11
2272,2020-06-20,4,49
2272,2020-06-20,5,24
2272,2020-06-20,6,2
2273,2020-06-24,1,58
2273,2020-06-24,2,15
2273,2020-06-24,3,20
2273,2020-06-24,4,16
2273,2020-06-24,5,38
2273,2020-06-24,6,40
2274,2020-06-27,1,8
2274,2020-06-27,2,55
2274,2020-06-27,3,40
2274,2020-06-27,4,11
2274,2020-06-27,5,33
2274,2020-06-27,6,17
2275,2020-07-01,1,25
2275,2020-07-01,2,50
2275,2020-07-01,3,2
2275,2020-07-01,4,53
2275,2020-07-01,5,4
2275,2020-07-01,6,36
2276,2020-07-04,1,49
2276,2020-07-04,2,27
2276,2020-07-04,3,5
2276,2020-07-04,4,18
2276,2020-07-04,5,57
2276,2020-07-04,6,15
2277,2020-07-08,1,23
2277,2020-07-08,2,10
2277,2020-07-08,3,53
2277,2020-07-08,4,60
2277,2020-07-08,5,22
2277,2020-07-08,6,37
2278,2020-07-11,1,34
2278,2020-07-11,2,17
2278,2020-07-11,3,37
2278,2020-07-11,4,43
2278,2020-07-11,5,8
2278,2020-07-11,6,45
2279,2020-07-14,1,28
2279,2020-07-14,2,12
2279,2020-07-14,3,20
2279,2020-07-14,4,5
2279,2020-07-14,5,27
2279,2020-07-14,6,14
2280,2020-07-16,1,50
2280,2020-07-16,2,28
2280,2020-07-16,3,58
2280,2020-07-16,4,29
2280,2020-07-16,5,59
2280,2020-07-16,6,31
2281,2020-07-18,1,35
2281,2020-07-18,2,40
2281,2020-07-18,3,14
2281,2020-07-18,4,55
2281,2020-07-18,5,50
2281,2020-07-18,6,27
2282,2020-07-22,1,30
2282,2020-07-22,2,52
2282,2020-07-22,3,12
2282,2020-07-22,4,27
2282,2020-07-22,5,36
2282,2020-07-22,6,45
2283,2020-07-25,1,24
2283,2020-07-25,2,4
2283,2020-07-25,3,37
2283,2020-07-25,4,43
2283,2020-07-25,5,59
2283,2020-07-25,6,60
2284,2020-07-29,1,46
2284,2020-07-29,2,36
2284,2020-07-29,3,12
2284,2020-07-29,4,10
2284,2020-07-29,5,4
2284,2020-07-29,6,14
2285,2020-08-01,1,12
2285,2020-08-01,2,10
2285,2020-08-01,3,33
2285,2020-08-01,4,7
2285,2020-08-01,5,42
2285,2020-08-01,6,1
2286,2020-08-05,1,42
2286,2020-08-05,2,43
2286,2020-08-05,3,41
2286,2020-08-05,4,9
2286,2020-08-05,5,21
2286,2020-08-05,6,30
2287,2020-08-08,1,29
2287,2020-08-08,2,4
2287,2020-08-08,3,2
2287,2020-08-08,4,41
2287,2020-08-08,5,6
2287,2020-08-08,6,56
2288,2020-08-11,1,35
2288,2020-08-11,2,39
2288,2020-08-11,3,2
2288,2020-08-11,4,26
2288,2020-08-11,5,56
2288,2020-08-11,6,40
2289,2020-08-13,1,6
2289,2020-08-13,2,34
2289,2020-08-13,3,37
2289,2020-08-13,4,38
2289,2020-08-13,5,45
2289,2020-08-13,6,9
2290,2020-08-15,1,60
2290,2020-08-15,2,36
2290,2020-08-15,3,5
2290,2020-08-15,4,57
2290,2020-08-15,5,44
2290,2020-08-15,6,18
2291,2020-08-19,1,37
2291,2020-08-19,2,31
2291,2020-08-19,3,26
2291,2020-08-19,4,12
2291,2020-08-19,5,36
2291,2020-08-19,6,49
2292,2020-08-22,1,18
2292,2020-08-22,2,57
2292,2020-08-22,3,6
2292,2020-08-22,4,33
2292,2020-08-22,5,42
2292,2020-08-22,6,16
2293,2020-08-26,1,1
2293,2020-08-26,2,48
2293,2020-08-26,3,42
2293,2020-08-26,4,10
2293,2020-08-26,5,2
2293,2020-08-26,6,37
2294,2020-08-29,1,9
2294,2020-08-29,2,43
2294,2020-08-29,3,20
2294,2020-08-29,4,41
2294,2020-08-29,5,33
2294,2020-08-29,6,15
2295,2020-09-02,1,28
2295,2020-09-02,2,6
2295,2020-09-02,3,41
2295,2020-09-02,4,26
2295,2020-09-02,5,35
2295,2020-09-02,6,13
2296,2020-09-05,1,29
2296,2020-09-05,2,6
2296,2020-09-05,3,36
2296,2020-09-05,4,59
2296,2020-09-05,5,21
2296,2020-09-05,6,1
2297,2020-09-09,1,20
2297,2020-09-09,2,22
2297,2020-09-09,3,41
2297,2020-09-09,4,59
2297,2020-09-09,5,35
2297,2020-09-09,6,40
2298,2020-09-12,1,13
2298,2020-09-12,2,21
2298,2020-09-12,3,49
2298,2020-09-12,4,41
2298,2020-09-12,5,17
2298,2020-09-12,6,31
2299,2020-09-15,1,3
2299,2020-09-15,2,40
2299,2020-09-15,3,19
2299,2020-09-15,4,60
2299,2020-09-15,5,2
2299,2020-09-15,6,44
2300,2020-09-17,1,37
2300,2020-09-17,2,39
2300,2020-09-17,3,21
2300,2020-09-17,4,9
2300,2020-09-17,5,54
2300,2020-09-17,6,43
2301,2020-09-19,1,18
2301,2020-09-19,2,36
2301,2020-09-19,3,47
2301,2020-09-19,4,52
2301,2020-09-19,5,35
2301,2020-09-19,6,17
2302,2020-09-23,1,44
2302,2020-09-23,2,43
2302,2020-09-23,3,25
2302,2020-09-23,4,18
2302,2020-09-23,5,27
2302,2020-09-23,6,22
2303,2020-09-26,1,17
2303,2020-09-26,2,50
2303,2020-09-26,3,48
2303,2020-09-26,4,20
2303,2020-09-26,5,3
2303,2020-09-26,6,7
2304,2020-09-30,1,12
2304,2020-09-30,2,54
2304,2020-09-30,3,57
2304,2020-09-30,4,21
2304,2020-09-30,5,29
2304,2020-09-30,6,56
2305,2020-10-03,1,57
2305,2020-10-03,2,55
2305,2020-10-03,3,38
2305,2020-10-03,4,7
2305,2020-10-03,5,16
2305,2020-10-03,6,22
2306,2020-10-07,1,28
2306,2020-10-07,2,58
2306,2020-10-07,3,19
2306,2020-10-07,4,3
2306,2020-10-07,5,57
2306,2020-10-07,6,33
2307,2020-10-10,1,38
2307,2020-10-10,2,53
2307,2020-10-10,3,46
2307,2020-10-10,4,55
2307,2020-10-10,5,33
2307,2020-10-10,6,16
2308,2020-10-14,1,26
2308,2020-10-14,2,9
2308,2020-10-14,3,58
2308,2020-10-14,4,38
2308,2020-10-14,5,60
2308,2020-10-14,6,13
2309,2020-10-17,1,33
2309,2020-10-17,2,60
2309,2020-10-17,3,11
2309,2020-10-17,4,29
2309,2020-10-17,5,9
2309,2020-10-17,6,30
2310,2020-10-20,1,13
2310,2020-10-20,2,42
2310,2020-10-20,3,17
2310,2020-10-20,4,28
2310,2020-10-20,5,53
2310,2020-10-20,6,29
2311,2020-10-22,1,60
2311,2020-10-22,2,9
2311,2020-10-22,3,35
2311,2020-10-22,4,43
2311,2020-10-22,5,5
2311,2020-10-22,6,3
2312,2020-10-24,1,60
2312,2020-10-24,2,39
2312,2020-10-24,3,3
2312,2020-10-24,4,46
2312,2020-10-24,5,47
2312,2020-10-24,6,27
2313,2020-10-28,1,45
2313,2020-10-28,2,3
2313,2020-10-28,3,58
2313,2020-10-28,4,26
2313,2020-10-28,5,20
2313,2020-10-28,6,49
2314,2020-10-31,1,28
2314,2020-10-31,2,6
2314,2020-10-31,3,7
2314,2020-10-31,4,42
2314,2020-10-31,5,45
2314,2020-10-31,6,49
2315,2020-11-04,1,10
2315,2020-11-04,2,17
2315,2020-11-04,3,1
2315,2020-11-04,4,26
2315,2020-11-04,5,30
2315,2020-11-04,6,53
2316,2020-11-07,1,49
2316,2020-11-07,2,11
2316,2020-11-07,3,56
2316,2020-11-07,4,43
2316,2020-11-07,5,52
2316,2020-11-07,6,2
2317,2020-11-11,1,35
2317,2020-11-11,2,48
2317,2020-11-11,3,30
2317,2020-11-11,4,33
2317,2020-11-11,5,3
2317,2020-11-11,6,8
